"","text","created_at.x","author_id","id","lang","possibly_sensitive","reply_settings","conversation_id","created_at.y","name","url","description","location","profile_image_url","verified","username","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links"
"114","So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
. https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207",2019-08-22 19:12:17,"578516563","1164616298741075968","en",FALSE,"everyone","1164587228129091586","2012-05-13T00:32:41.000Z","gary",NA,"Proud kid raised in a barn. My playgrounds were on the backside of 🐎racetracks.

It is easier to fool the people, than to convince them they have been fooled.",NA,"https://pbs.twimg.com/profile_images/1511849726953545737/PVAmk6PV_normal.jpg",FALSE,"gporter812",FALSE,0,1,0,0,0,438,413,53381,3,"578516563","1598475194154340353",NA,"So back to Tampa Bay area again and it's sewer problems.

This was December 2018
""St. Petersburg has spilled 2 million gallons of wastewater in the last three months"" 
#SaveOurWater
https://t.co/fntJJiOvdG"
"115","@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth. ",2019-08-23 12:36:42,"2908484667","1164879132871802881","en",FALSE,"everyone","1164864818744123392","2014-12-06T23:53:56.000Z","Sue Ontiveros","https://t.co/FDusM5hCCM","Entrepreneur, Health Enthusiast, Anti-Aging, Colon Therapist,","Florida, USA","https://pbs.twimg.com/profile_images/632884777926836224/iu5-P7oc_normal.jpg",FALSE,"LVN4freedom",FALSE,0,1,1,0,0,131,629,615,2,"1254645558",NA,NA,"@plantlady293 @maga_proud St Petersburg Florida had dumped 400,000 gallons of raw sewage into Tampa Bay. They continue to allow building many high-rise condos downtown, but I don’t see impact fees to help upgrade the infrastructure and sewage system! #PrayforMotherEarth"
"116","@Kriseman @iLovetheBurg Good hopefully St Pete wont have to pump or let sewage run in the bay since they are more worried at a pier than the environment. ",2019-08-30 22:05:31,"444173014","1167558997416845313","en",FALSE,"everyone","1167545311667113985","2011-12-23T00:08:30.000Z","🧩Ric Johnson🧩",NA,"Christian, Husband ,Father, wanna be photographer, Pittsburgh Steelers fan! Music fan","Clearwater FL","https://pbs.twimg.com/profile_images/1164851126556155904/UvxkJVLh_normal.jpg",FALSE,"RicJohnson2",FALSE,0,0,0,0,0,205,393,1153,1,"62009570",NA,NA,"@Kriseman @iLovetheBurg Good hopefully St Pete wont have to pump or let sewage run in the bay since they are more worried at a pier than the environment"
"117","“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",2019-09-12 00:36:04,"234007105","1171945537219768326","en",FALSE,"everyone","1171945537219768326","2011-01-04T16:50:04.000Z","Josh Solomon","https://t.co/legWM94AHg","Former @TB_times reporter. @MedillSchool grad. That mantra that all pizza is good pizza is patently false.","Tampa, Florida","https://pbs.twimg.com/profile_images/1133834153886191616/7Qn4tprL_normal.png",FALSE,"ByJoshSolomon",FALSE,8,3,15,1,0,2372,1804,5204,86,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"118","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 00:36:53,"2560039170","1171945741805379585","en",FALSE,"everyone","1171945741805379585","2014-06-10T22:46:41.000Z","Ben Leonard","https://t.co/ziUQGalehb","@POLITICO health care reporter, Future Pulse author | Tips: bleonard@politico.com, 6505330186 | Proud @Duke_DeWitt alum  | Cover photo: @m1brochstein","Washington, DC","https://pbs.twimg.com/profile_images/1511758380469268490/71YMgmk-_normal.jpg",TRUE,"_BenLeonard_",FALSE,8,0,0,0,0,2540,997,10868,88,NA,"1545465737149665280",NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"119","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 00:51:01,"165885518","1171949298323460098","en",FALSE,"everyone","1171949298323460098","2010-07-12T20:02:04.000Z","Amy Hollyfield","https://t.co/Zeeri72QSQ","Managing Editor @dallasnews. Northwestern graduate. Michigan native. She/Her.","Dallas, TX","https://pbs.twimg.com/profile_images/1444823596665348098/DjVVQCUO_normal.jpg",TRUE,"amy_hollyfield",FALSE,8,0,0,0,0,9711,3802,63366,450,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"120","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 01:47:16,"17873369","1171963456842620928","en",FALSE,"everyone","1171963456842620928","2008-12-04T18:03:12.000Z","Charlie Frago","https://t.co/uISsduaLRA","Tampa City Hall reporter for @TB_Times. Formerly covered St. Petersburg and Clearwater. Retweets and Favorites aren't endorsements.","Tampa, FL","https://pbs.twimg.com/profile_images/1169326335266873344/TEB8ae5V_normal.jpg",TRUE,"CharlieFrago",FALSE,8,0,0,0,0,4928,3737,14779,155,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"121","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 01:56:19,"1938703328","1171965732843859968","en",FALSE,"everyone","1171965732843859968","2013-10-05T19:56:13.000Z","Bobby Bills",NA,"Tampa area","St Petersburg, FL","https://pbs.twimg.com/profile_images/820682206754590721/92aa6mfi_normal.jpg",FALSE,"BobbyBillsTV",FALSE,8,0,0,0,0,486,324,9422,15,NA,"1532115837020254208",NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"122","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 01:58:22,"121962605","1171966249632489472","en",FALSE,"everyone","1171966249632489472","2010-03-11T04:43:24.000Z","Texan for the Resistance",NA,"Single father of 3: Human #resister #impeachtrump #republicanforbiden (Tomorrow there will be more of us) #publiclands and #oceans advocate","St. Petersburg, Florida","https://pbs.twimg.com/profile_images/1279257856450211840/qdYT02PU_normal.jpg",FALSE,"BrandonShuler",FALSE,8,0,0,0,0,662,783,10047,21,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"123","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 02:56:10,"22647909","1171980792794189831","en",FALSE,"everyone","1171980792794189831","2009-03-03T17:22:12.000Z","Anthony Pedicini","https://t.co/2pICTD3oNB","#political #strategist & #history student #FSU alumnus. Love fine wine finer #Scotch & finest cigars. #Catholic in belief. #Hockey & #hunting","Tampa, Florida","https://pbs.twimg.com/profile_images/770287879008378881/XIZ9XFci_normal.jpg",FALSE,"anthonypedicini",FALSE,8,0,0,0,0,2212,790,19237,48,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"124","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 05:27:17,"22688529","1172018826004848640","en",FALSE,"everyone","1172018826004848640","2009-03-03T22:06:07.000Z","5WA - Robert Neff",NA,"Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press","St Petersburg, FL","https://pbs.twimg.com/profile_images/1337867242529284097/2bo5T07L_normal.jpg",FALSE,"5wa",FALSE,8,0,0,0,0,14383,15424,268918,760,NA,NA,NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"125","@ByJoshSolomon Josh, Glad to see Times covering #StPete sewage but where was the Times when Mayor Kriseman/CM Kornell/Police were violating resident’s First Admendment Rights? This is a criminal violation. FYI @GovRonDeSantis, were you aware of this? Thoughts? https://t.co/wggILIVlhn",2019-09-12 05:40:28,"22688529","1172022141438636032","en",FALSE,"everyone","1171945537219768326","2009-03-03T22:06:07.000Z","5WA - Robert Neff",NA,"Storyteller 4 @CondoSeniors, @DrivingTheDivas, @PelicanBeakon. Travel/WIldlife/Nature photographer, writer, artist, #NASASocial, #Vet, Unbiased opinion, #press","St Petersburg, FL","https://pbs.twimg.com/profile_images/1337867242529284097/2bo5T07L_normal.jpg",FALSE,"5wa",FALSE,0,0,0,0,0,14382,15425,268922,760,"234007105",NA,NA,NA
"126","RT @ByJoshSolomon: “There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fine…",2019-09-12 11:30:09,"157814573","1172110142457942023","en",FALSE,"everyone","1172110142457942023","2010-06-21T00:06:06.000Z","Kathryn Varn",NA,"Statewide enterprise reporter @USAToday Network Florida 🍊 // Contributing writer to @A24's 'Florida!' book 🦩 // @TB_Times @UF alum // she/her // 727-238-5315","kvarn@gannett.com","https://pbs.twimg.com/profile_images/1566495684932653059/HqvHHdUf_normal.jpg",TRUE,"kathrynvarn",FALSE,8,0,0,0,0,5915,2314,18034,173,NA,"1572938645941755907",NA,"“There’s a municipality, let’s just say somewhere in, like, the Tampa Bay area,"" DeSantis said about his idea to up fines on spills. ""And instead of dealing with the water, they just take the sewage and just dump it into Tampa Bay.”

Did he mean St. Pete?

https://t.co/JtADGwmR1W"
"127","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",2019-09-12 21:00:01,"17797249","1172253555232845824","en",FALSE,"everyone","1172253555232845824","2008-12-02T02:44:25.000Z","Buzz on Politics by Tampa Bay Times","https://t.co/fC98bjcNbc","Don't miss a minute of Florida politics with our award-winning team: @allisonsross @kirbywtweets @lmower3 @langstonitaylor @romyellenbogen","Tampa Bay, Florida","https://pbs.twimg.com/profile_images/1158467683056345088/GAV23Epx_normal.jpg",FALSE,"PoliticsTBTimes",FALSE,0,0,0,1,0,14582,1572,46424,648,NA,NA,NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/BGDEBnELtk"
"128","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",2019-09-13 00:00:01,"32455305","1172298851799068675","en",FALSE,"everyone","1172298851799068675","2009-04-17T15:52:06.000Z","Business by Tampa Bay Times","http://t.co/RSOubSK5uc","We're your guide to local business — from residential & commercial real estate to retail, energy & economic development, plus jobs & the economy — by @TB_Times.","St. Petersburg, FL","https://pbs.twimg.com/profile_images/1156927767218393089/iKv3cz2r_normal.jpg",FALSE,"TBTimesBiz",FALSE,0,0,0,0,0,7181,4799,19988,293,NA,NA,NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/8kbWvybPPL"
"129","He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
. https   www tampabay com florida politics buzz 2019 09 12 gov ron desantis wants tougher fines for sewage spills is it because of st petersburg",2019-09-13 02:30:00,"14304462","1172336599247360000","en",FALSE,"everyone","1172336599247360000","2008-04-04T17:14:50.000Z","Tampa Bay Times","https://t.co/cGIDc1tNIf","Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","St. Petersburg, Florida","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",TRUE,"TB_Times",FALSE,0,1,3,0,0,319671,5488,267508,3121,NA,"1593648689536413696",NA,"He specifically referenced the Tampa Bay area, which has had its share of sewage incidents in recent years, most notably in St. Petersburg.
https://t.co/gfc7Q8ga6k"
"130","After a series of horrific #sewage spills in 2016 despoiled Tampa Bay and other local waters, the environmental groups brought suit against the cities of St. Petersburg and Gulfport to stop serious violations of the federal #CleanWaterAct . https   waterkeeper org suncoast waterkeepers sick of sewage campaign resolves lawsuit against sarasota county",2019-10-18 23:00:15,"1088196428961406976","1185329773716934656","en",FALSE,"everyone","1185329773716934656","2019-01-23T22:07:01.000Z","American Water Security Project","https://t.co/AR8sz1dyFZ","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,"awsproject",FALSE,0,0,0,0,0,92,95,1368,1,NA,NA,NA,"After a series of horrific #sewage spills in 2016 despoiled Tampa Bay and other local waters, the environmental groups brought suit against the cities of St. Petersburg and Gulfport to stop serious violations of the federal #CleanWaterAct https://t.co/mPXLyjfQGq"
"131","Thank goodness, y’all. Our water crisis is over. Well done St. Pete. This is a major victory. I was worried some time and legislation would be put into the sewage dumping into the bay, but this, this is much better. . https   www fox13news com news pinellas county bans horseback riding near skyway bridge",2019-10-23 20:22:39,"10892982","1187102051542716416","en",FALSE,"everyone","1187102051542716416","2007-12-06T03:41:35.000Z","travisthompson","https://t.co/HbW8SKTjB3","Conservationist. Floridian. Dad. Husband.  RT doesn’t equal endorsement.","Winter Haven, FL","https://pbs.twimg.com/profile_images/747764734527676416/KMcOcuUb_normal.jpg",FALSE,"travisthompson",FALSE,0,3,4,0,0,5957,2199,5224,31,NA,NA,NA,"Thank goodness, y’all. Our water crisis is over. Well done St. Pete. This is a major victory. I was worried some time and legislation would be put into the sewage dumping into the bay, but this, this is much better. https://t.co/gx6E0dA1PX"
"132","@travisthompson Actually the bigger problem at that location is the wave runners and jet skis.  Clean that mess up as well and get that fishery back to where it once was.",2019-10-23 20:25:16,"17356466","1187102713705881600","en",FALSE,"everyone","1187102051542716416","2008-11-13T03:49:48.000Z","Chris",NA,"Sports Partisan | Political Moderate | USF '97 | TB Bucs • USF Bulls • TB Rays • TB Lightning | History Enthusiast",NA,"https://pbs.twimg.com/profile_images/950192464446541824/wbsGKdwq_normal.jpg",FALSE,"cferrera",FALSE,0,0,1,0,0,450,860,32524,24,"10892982",NA,NA,NA
"133","@travisthompson I am sensing sarcasm here :)",2019-10-23 20:45:27,"297525009","1187107789518311429","en",FALSE,"everyone","1187102051542716416","2011-05-12T17:12:42.000Z","Pete Prior","http://t.co/WmkEcFaqdl","",NA,"https://pbs.twimg.com/profile_images/378800000420317534/67f3a0636c55c566a6ae6a833ee57540_normal.jpeg",FALSE,"pkp911",FALSE,0,0,1,0,0,110,102,679,3,"10892982",NA,NA,NA
"134","@travisthompson Ridiculous.",2019-10-23 22:09:45,"909302815","1187129007982153728","fr",FALSE,"everyone","1187102051542716416","2012-10-28T01:45:08.000Z","Brad Yunkari",NA,"","Florida, USA","https://pbs.twimg.com/profile_images/1221973122276040705/9ZcqpFwG_normal.jpg",FALSE,"BMYunk",FALSE,0,0,1,0,0,20,249,339,0,"10892982",NA,NA,NA
"135","But they're okay with St. Pete dumping millions of gallons of sewage in the bay :/ . https   twitter com FOX13News status 1187017080274653186",2019-10-24 12:29:25,"31303883","1187345349628907522","en",FALSE,"everyone","1187345349628907522","2009-04-15T01:59:44.000Z","Shillagan",NA,"A Dirty Hippy who enjoys Life & loves Christ. 
""For I do not understand my own actions. For I do not do what I want, but I do the very thing I hate"" Romans 7:15","Florida","https://pbs.twimg.com/profile_images/1553845479221370884/xskH3GeU_normal.jpg",FALSE,"Shillagan",FALSE,0,0,0,0,0,220,493,29896,5,NA,"1473386958487527432",NA,"But they're okay with St. Pete dumping millions of gallons of sewage in the bay :/ https://t.co/36qY6MxRff"
"136","@TB_Times @tbocom Yep St Pete the same slim ball City that dumps sewage into the gulf each year. ",2019-11-07 19:11:21,"2432766175","1192519928064217088","en",FALSE,"everyone","1192515699161227266","2014-04-08T00:06:45.000Z","PC Guy",NA,"",NA,"https://pbs.twimg.com/profile_images/453326377580650496/5aXH9yOj_normal.jpeg",FALSE,"TheAwesomePCGuy",FALSE,0,0,0,0,0,5,73,1870,0,"14304462",NA,NA,"@TB_Times @tbocom Yep St Pete the same slim ball City that dumps sewage into the gulf each year"
"137","The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida  @Fla_Pol. https   floridapolitics com archives 311043 house panel appropriations bills",2019-11-15 00:00:20,"1088196428961406976","1195129366910513158","en",FALSE,"everyone","1195129366910513158","2019-01-23T22:07:01.000Z","American Water Security Project","https://t.co/AR8sz1dyFZ","Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,"awsproject",FALSE,0,0,0,0,0,92,95,1368,1,NA,NA,NA,"The panel took up a measure to expand St. Pete Beach #Wastewater System &amp; another measure was posed to push septic tank users near Lake Apopka to a sewer system. Studies point to septic tank leaks as a trigger for toxic #algae blooms in #Florida https://t.co/Xtcp8SdLoR @Fla_Pol"
"138","@Kriseman @usmayors Strange choice given St Pete history of dumping sewage into the bay...... ",2020-01-21 20:57:22,"248273327","1219725699097026560","en",FALSE,"everyone","1219714460719423491","2011-02-06T17:01:45.000Z","nickrogone",NA,"",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"nickrogone2d",FALSE,0,0,0,0,0,15,226,3216,0,"62009570",NA,NA,"@Kriseman @usmayors Strange choice given St Pete history of dumping sewage into the bay....."
"139","@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  



1/5. https   www helsinkitimes fi finland finland news domestic 12804 russian wastewater not treated but flows to the gulf of finland html",2020-05-28 18:08:49,"14204549","1266068929828528128","en",FALSE,"everyone","1265539767896281090","2008-03-24T00:48:48.000Z","neuroplastic","https://t.co/mqzrDWrLG5","They who would not sacrifice their own souls to save the whole world, are, as it seems to me, illogical in all their inferences, collectively. - CS Peirce","http://bitly.ws/zgSs","https://pbs.twimg.com/profile_images/1180869041369620485/U-4GHOXq_normal.jpg",FALSE,"mylesbyrne",FALSE,0,1,0,0,0,562,1241,6240,12,"1006419421244678144","1514564997929742338",NA,"@GretaThunberg .. which adds to this 2014 experiment, where GPS transmitters flushed down St.Petersburg toilets showed that claims that the dumping of untreated sewage into the Baltic via the Neva had stopped were a deception ..  

https://t.co/7FsvAQUUHy

1/5"
"140","I know Peter made disparaging remarks about Alabama but didn’t think Florida man would write off who counties of our state🤷🏻‍♂️ I guess we all can’t be St. Pete and pump our sewage into the ocean . https   twitter com PeterSchorschFL status 1276665644898029568",2020-06-27 12:29:20,"23283834","1276855128436494337","en",FALSE,"everyone","1276855128436494337","2009-03-08T06:22:19.000Z","Evan Power","https://t.co/u1S0wfTsZH","Husband to @TheMelissaPower | @floridagop Chairman of Chairs | @leongop Chairman | ‘16 & ’20 @GOP Convention Delegate | @floridastate and @McCallieSchool Alum","Tallahassee","https://pbs.twimg.com/profile_images/1526972797544763395/XBVSIXSv_normal.jpg",FALSE,"EvanPower",FALSE,0,2,2,0,0,19869,7206,20402,41,NA,NA,NA,"I know Peter made disparaging remarks about Alabama but didn’t think Florida man would write off who counties of our state🤷🏻‍♂️ I guess we all can’t be St. Pete and pump our sewage into the ocean https://t.co/PWHrQo8RDw"
"141","@EvanPower Lake county is a metropolis compared to much the rest of us who live north of there. His follow-up tweet to that is just as condescending towards rural Florida. Erases any doubt about how south Floridians look at the rest of us because we choose to live away from the mayhem",2020-06-27 12:40:23,"2471783274","1276857910799327232","en",FALSE,"everyone","1276855128436494337","2014-05-01T02:08:12.000Z","David Biddle",NA,"Saved through God's grace.   Go Gators 🐊         Traditional conservative             
Gators Dolphins Heat       Gilchrist GOP Chair.  
Average horse player","Trenton, FL","https://pbs.twimg.com/profile_images/1446986547144929286/yw50bHhW_normal.jpg",FALSE,"davidebiddle",FALSE,1,0,1,1,0,2115,2978,25518,18,"23283834","1135241047859224576",NA,NA
"142","@EvanPower Pete should stay on St. Pete, he doesn't fit in well with someplace without a 5 star resort.",2020-06-27 14:08:27,"386558100","1276880071777751042","en",FALSE,"everyone","1276855128436494337","2011-10-07T13:58:06.000Z","Bruce Cotton",NA,"Recovering political junkie, military historian, voracious reader, wargamer","Largo, FL","https://pbs.twimg.com/profile_images/782066158027542528/eCB3PI1z_normal.jpg",FALSE,"Beck2342",FALSE,0,0,0,0,0,55,178,1006,0,"23283834",NA,NA,NA
"143","@GovRonDeSantis @debbie_mayfield @bobbypaynefl Probably need to research what’s happening in the waterways here in the City of St. Petersburg. Sewage dumps, the likes of which you’ve never seen. It’s recorded and confirmed by law enforcement as well as the Tampa Bay Times. All at the hands of Mayor Rick Kreisman.. ",2020-07-01 19:17:41,"549787167","1278407445895884800","en",FALSE,"everyone","1278360324173967361","2012-04-10T01:29:28.000Z","Freedom2021",NA,"Americans are free to make choices for themselves and their children. You do yoU, let me do me. THIS IS AMERICA! HOME OF THE FREE!!","United States of Florida","https://pbs.twimg.com/profile_images/1418332510258356227/NZZz0Fmd_normal.jpg",FALSE,"WeAreFree2021",FALSE,0,0,0,0,0,133,147,6838,0,"1058807868",NA,NA,"@GovRonDeSantis @debbie_mayfield @bobbypaynefl Probably need to research what’s happening in the waterways here in the City of St. Petersburg. Sewage dumps, the likes of which you’ve never seen. It’s recorded and confirmed by law enforcement as well as the Tampa Bay Times. All at the hands of Mayor Rick Kreisman."
"144","@Sarah_Nicolas I mean,  Tampa at St Pete have issues with sewer runoff dumping into the bay every time it rains.  They said they fixed it a few years ago but.... ",2020-07-06 19:44:17,"17134154","1280226078368374784","en",FALSE,"everyone","1280224829657014283","2008-11-03T16:59:57.000Z","this fish flies",NA,"Sailor Moon Says No To Police Brutality 

Abby. She/her.
🐟🌠💖🌈               
                            
月。桃。葛。虫。","Almost Atlanta","https://pbs.twimg.com/profile_images/1269993696365367298/skGyo1ix_normal.jpg",FALSE,"thisfishflies",FALSE,0,0,1,0,0,244,565,55886,15,"14262952","17471467583",NA,"@Sarah_Nicolas I mean,  Tampa at St Pete have issues with sewer runoff dumping into the bay every time it rains.  They said they fixed it a few years ago but..."
"145","@HeidiWhitaker @MrAndyNgo St Pete is a total mess. The mayor is a corrupt leftist. Sells out the city sewage plant to his buddies for waterfront development while raw sewage dumps in to Tampa Bay. But he did get paper straws banned. So all is well.. ",2020-08-22 11:35:33,"1249881718275878913","1297135316965433345","en",FALSE,"everyone","1297075416872574977","2020-04-14T02:06:46.000Z","Smerklyn- Reluctant Warrior",NA,"I prefer peace. But if trouble must come, let it come in my time, so that my children can live in peace",NA,"https://pbs.twimg.com/profile_images/1341089680192888834/1y_bUPt6_normal.jpg",FALSE,"Smerklyn",FALSE,2,0,8,0,0,20,267,1636,0,"18316360",NA,NA,"@HeidiWhitaker @MrAndyNgo St Pete is a total mess. The mayor is a corrupt leftist. Sells out the city sewage plant to his buddies for waterfront development while raw sewage dumps in to Tampa Bay. But he did get paper straws banned. So all is well."
"146","RT @Smerklyn: @HeidiWhitaker @MrAndyNgo St Pete is a total mess. The mayor is a corrupt leftist. Sells out the city sewage plant to his bud…",2020-08-22 13:18:22,"970029860885278720","1297161190481842177","en",FALSE,"everyone","1297161190481842177","2018-03-03T20:15:15.000Z","Larry",NA,"I believes in the Constitution and EVERYONE that wants to protect it and KAG! MAGA! Trump 2024!🇺🇸🇺🇸🇺🇸 T💪🏻W💪🏽S💪🏿 Together We Stand 💯💯💯","Space Coast Florida, USA","https://pbs.twimg.com/profile_images/1114346083184992257/IYMls2aw_normal.jpg",FALSE,"LarryS222",FALSE,2,0,0,0,0,2193,3356,12020,2,NA,NA,NA,"@HeidiWhitaker @MrAndyNgo St Pete is a total mess. The mayor is a corrupt leftist. Sells out the city sewage plant to his buddies for waterfront development while raw sewage dumps in to Tampa Bay. But he did get paper straws banned. So all is well."
"147","@angrycrackbaby The leadership is absolutely horrible in St Pete. They pump plenty of money into Gay Pride parades but cry poor and broke every time a storm hits they have to pump literally millions of gallons of sewage into Tampa Bay. I have not spent a dime or visited that city in years🤬. ",2020-09-24 11:17:51,"2762144313","1309089658991718406","en",FALSE,"everyone","1308976270991151116","2014-09-05T18:45:53.000Z","🇺🇸Captain Buddy Fender🇺🇸","https://t.co/jsSvp5UNR6","⚔️God fearing 🙏 #2A Patriot🇺🇸 Urban Redneck ✝️I Love Christ ✝️If my dogs don’t trust you I probably won’t 🐶 Followed by Mayra Flores and Scott Presler 🇺🇸","United States","https://pbs.twimg.com/profile_images/1466411720038133776/IZoAHZZ8_normal.jpg",FALSE,"CaptFender",FALSE,0,0,0,0,0,50168,37393,13291,7,"42154670","1268507690726297600",NA,"@angrycrackbaby The leadership is absolutely horrible in St Pete. They pump plenty of money into Gay Pride parades but cry poor and broke every time a storm hits they have to pump literally millions of gallons of sewage into Tampa Bay. I have not spent a dime or visited that city in years🤬"
